user,jobdescription
job description for the position of head corporate quality,"Heading the Corporate Quality function globally. - Building the Quality Landscape and Quality strategy. - Heading the Quality Center of Excellence function. - Six Sigma and Lean Project Management. - Setting continues enhancement of process framework, governance framework and metrics program. - Leading all the process definition and improvement initiatives globally. Salary:INR 20,00,000 - 25,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Senior Management Role:Head/VP/GM-Quality Keyskills Lean Six Sigma Process Definition Project Management Metrics Quality Center Desired Candidate Profile Please refer to the Job description above Company Profile: ABC Consultants Pvt Ltd ABC Consultants Pvt Ltd Download PPT Photo 1  View Contact Details"
job description for the position of lead engineer,"Title: Senior Software Engineer, JAVA/J2EE Location: Bangalore Responsibilities: Participate in Design and Development of new features in the product. Must be able to analyze business issues and technical problems independently, and come up with smart, logical solutions. Should have Strong problem solving capability. Design and develop enterprise class applications using Java/J2EE, XML and Database related technologies. Be able to contribute as strong hands-on technical member in project development activities. Participate in Product releases through requirement reviews, development, deployment, setting up environments; documenting release notes and technical details regarding functionality and configuration. Responsible for Quality of the code. Review test plans with QA & drive the code reviews within the team. Should be able to execute assigned tasks in a timely & efficient manner. Develop strong expertise in at least one more modules within the product. Effectively communicate status, metrics and issues on a regular basis. Mentor junior engineers and guide them with their assignments. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills Java J2Ee XML Database Software Engineering Code Review Project Development Design Development Problem Solving Desired Candidate Profile Knowledge and Skills: Strong hands-on experience with one or many J2EE application/web servers (Apache/JBoss/Tomcat/WebLogic) including configuration, deploying and debugging. Strong hands-on experience in coding and debugging J2EE applications. Key requirement is an ability to quickly learn and stay current with new technologies. Hands experience on the UI technologies like JavaScript, HTML, JQuery Strong hands on experience on writing complex SQL queries(Oracle/MySQL) Strong hands on experience on Spring Framework. Strong hands on experience on REST Services Strong hands on experience on JPA Good exposure to Data Structures and algorithms Working knowledge on the Design patterns. Good exposure to unit testing using JUnit Framework Ability to work in a high-paced dynamic environment with broad level requirements, deadlines, pressures etc. Working knowledge of Linux/Solaris environments Working knowledge on the tuning of the SQL Queries Must have experience with Version Control systems preferably GIT Need to have excellent team orientation skills. Good Communication Skills required. Highly motivated, a Go-Getter who needs no supervision. Understanding of the large scale server side deployment architecture. Exposure to server clusters and scalability issues is a plus. Prior experience being part of a product development team is a big plus. Exposure to performance tuning & resolving production issues in previous engagements is a plus Exposure to working on high volume data driven applications will be a plus. Must be familiar with configuration management and build/release planning & management (ANT/Maven etc) Experience in AngularJS UI framework will be a plus. Experience in Mongo Database will be a plus. Experience in R-Programming will be a plus. Should be able to elaborate and show mastery on the technologies that have been mentioned in the resume against project completed in their current/previous roles of other organizations. Should have ability to understand the use case of Open Source and how to adapt them with their pros and cons. Establishing a use case of open source for a specific need in earlier project is a big plus. Working knowledge on any cloud platform will be a plus. Working knowledge on any Big data technologies like Hadoop will be a plus Working knowledge on any reporting framework will be a plus. Working knowledge on any ETL tools will be a plus. Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Altisource Business Solutions Pvt Ltd Altisource Business Solutions Pvt Ltd Download PPT Photo 1  View Contact Details"
job description for the position of immediate openings for bpo recruiter,"Dear Candidate, We have openings for HR Recruiter (BPO requirements) for our reputed Client Accenture. Graduate with 1+ years for experience in BPO hiring. Handling End to End Recruitment process. Understanding the requirement from Panel. Coordinating with panels. Looking after the entire cycle of recruitment that includes headhunting or searching or sourcing potential candidates or scheduling their interview. Sourcing candidates from various job portals, referrals, internal database and networking Keeping track of candidate for future references. Work Location: Bangalore *************Immediate Joiners************** CTC: 2 LPA 3.5 LPA For further info contact, Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills BPO Recruiter ITES recruiter BPO and ITES recruiter Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of jla business transformation,"JL6A Business Transformation Bangalore: Experience in S&P Transformation Hyderabad: Digital Transformation Chennai: SCM Transformation Salary: Not Disclosed by Recruiter Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Senior Management Role:Head/VP/GM-Operations Keyskills Business Transformation SCM S&P Digital Transformation Desired Candidate Profile Please refer to the Job description above Company Profile: First Call H Resource P. Ltd Bangalore, Chennai, Hyderabad Download PPT Photo 1  View Contact Details"
job description for the position of job opening for ad operations programmatic buying and team lead,"Dear Candidate, We have openings for Ad operations: 1. Programmatic Buying for Ad operations 2. Team Lead for Ad operations We are looking for only experienced Male Candidates in the same domain. These positions are completely for Night Shift - USA Market . Interested Experienced candidates can contact us on this number: Mobile: 9886652876; Land line: 080- 46430999 Extension: 208. Experience Required: More than 3+ years in Ad operations who must be knowing End to End Trafficking and client facing. Roles and Responsibilities of Programmatic Buying: In this role, the analyst will be a key contributor to our growing Ad Operations team. The Campaign Optimization role will be responsible for testing, implementing, and tracking online and mobile ad campaigns in DBM, AppNexus & Brighrol ad server. The ideal candidate will be focused, detail oriented, accountable, and can bring an ownership mentality to the table. Traffic online and mobile ad campaigns/creative in DBM, AppNexus & Brightroll ad servers. Perform the day-to-day ad placement, scheduling and updates to the client, including rich media ad placements. Test and troubleshoot the creative to ensure adherence to specifications and proper tracking. Monitor campaigns to ensure full delivery and troubleshoot delivery discrepancies (between first party and third party). Proactively manage bidding (spend smartly) and ensure that the client get more margin. Should have proven knowledge on the campaign optimization techniques (daily pacing, identifying fraud sites and creating black list, creating white list with the best performing sites, controlling frequency capping & bidding.etc). Systematically design, implement and document effective campaign management strategies (for CPM,CPA, CPC & CPCV based campaigns) while identifying and analysing opportunities for campaign improvement. Troubleshoot targeting issues, resolve any traffic issues and reconcile discrepancies. Interact with internal as well as external clients including but not limited to coordination and consultation to ensure a successful advertising campaign. Should have basic knowledge on HTML and Javascript. Assist the team by identifying process improvements and efficiencies. Should be strong knowledge on all the functions of Programmatic trafficking. Roles and Responsibilities of Team Lead: Good Ad Trafficking, Online Business Development, good analytical and problem -solving abilities. Should be the owner of trainings and knowledge transfer sessions. Create an environment oriented to trust, open communication, creative thinking, and cohesive team effort. Provide the team with a vision of the project objectives. Motivate and inspire team members. Lead by setting a good example (role model) - behaviour consistent with words. Q management, updating the tickets in Google doc and sending the status emails to the client on pending tickets, confirmation tickets and closed tickets. Create and update the process docs, will share with the team for any new changes in the process. Handels all the client queries (process related) Responsible for QA process. Provide any training that the team members need. Communicate clear instructions to team members. Monitor the team members' participation to ensure the training he providing is being put into use, and also to see if any additional training is needed Manage the flow of day-to-day work. Maintains internal and external error trackers. Maintains time trackers, ensure that the team is updating correct numbers and on time. Will attend the client calls and keep the data ready. Leave management. Creates the training plan for new jonnies. Escalate issues which cannot be resolved by the team. Provide guidance to the team based on management direction. Coordinates meetings. Work with functional managers to obtain necessary resources to support the team's requirements. Help keep the team focused and on track. Maintain healthy group dynamics. Responsible for uniform distribution of volumes within the team. Salary: Not Disclosed by Recruiter Industry: Advertising / PR / MR / Event Management Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Senior Management Role:Head/VP/GM/ Mgr-Online/Digital Marketing Keyskills Ad Operations Team Leading Night Shift Programmatic Buying Ad trafficking Quality Analysis Client servicing Campaign Management Campaign Optimization Troubleshooting Team management Online Digital Marketing Desired Candidate Profile Please refer to the Job description above Company Profile: Treble Clef Technology Services Private Limited RESPONSIVE MEDIA TECH SERVICES is an online media technology services company based in New York, with its Operations hub in Bangalore. Responsive operates as a back-office for online media publishers, advertising networks, digital agencies and online marketers around the globe, especially media companies in the US, UK, Europe, and the Asia-Pacific region, mainly Australia. Our services include ad operations, creative, reporting, search marketing, email production and web design & development. Our operations hub in Bangalore operates around the clock as our teams work during the clients' business hours. Download PPT Photo 1  View Contact Details"
job description for the position of lead data engineer commercial analytics,"Role Summary/Purpose As a data engineer in the Marketing and Commercial Analytics team you will enable the creation of market insights for Aviation product managers, drive improvements in sales processes through data insights, and generate market intel from disparate data sources in Aviation and across the industry. Essential Responsibilities As a Sr Data Engineer, you will be part of a data engineering or cross-disciplinary team on, typically involving disparate, complex data sets. These teams typically include marketers, computer scientists, software developers, engineers, product managers, Sales specialists and end users, working in concert to deliver market insights, sales plans and product analysis. Potential application areas include long range airline industry forecasts, pricing analysis, sales process insights, and commercial executive metrics. Finds and interprets data sources, manages large amounts of data, merges data sources together and ensures consistency of data-sets. Creates visualizations, and communicates insights/findings in simplified way. Exhibit understanding of commercial business domain. Leads / participates on cross-functional Agile teams to deliver solutions for the commercial teams. Acts as advisor and coach to junior team members. Presents to senior leaders (EB. SEB. VP and to cross-functional teams on how technology solutions benefit the business. Tools utilized will include, but are not limited to, TM1, Spotfire, WAVE, Boomi , Informatica and Rally. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Analytics & Business Intelligence Role Category:Analytics & BI Role:Data Analyst Keyskills Lead Data Engineer Analytics Data Engineer data analysis Desired Candidate Profile Qualifications/Requirements Bachelor's degree from an accredited university or college (or a high school diploma / GED with at least 4 years of experience in Information Technology). Minimum of 3 additional years of experience in Data and Analytics.Desired Characteristics1 year of experience with IBM TM1 development2-3 years of experience in data transformation including (but not limited to) such tools as Informatica, Talend, Boomi.Strong oral and written communication skills.Strong interpersonal and leadership skills.Ability to influence others and lead small teams.Lead initiatives of moderate scope and impact. Education- UG: Any Graduate - Any Specialization, Diploma - Any Specialization Doctorate:Doctorate Not Required Company Profile: GE India Technology Pvt. Ltd. Engineering Analysis Center of Excellence (EACoE) is the Engineering & technology hub for GE Infrastructure located at the John F Welch Technology Centre, Bangalore. The team is part of the Global Engineering team of the Infrastructure businesses like Aviation, Energy, Oil & Gas and Water technologies, engaged in high-end design and analysis of Aircraft Engine components, Steam / Gas / Wind Turbines and Generators and mechanical drives for oil & gas applications. Download PPT Photo 1  View Contact Details"
job description for the position of developer contractual pan india,"CONTRACTUAL POSITIONS (Contract period 3 year & renewable further period of 2 year) (Deptt.: HRMS, ATM, Dev-CB, INB, e-Pay (INB), ITFO, IT-TSS, LMS, Mobile, Ops & PS, Ops & TS, SP III, SP-I) Age Min. 24 to 33 Years Minimum 4 years of experience in IT business/industry in Development (Coding, Implementation, Maintenance, Quality assurance etc.) of applications * SAP certification a must for HRMS deptt. Preferred: * Experience in e-Channels banking, Oracle DBA, Middleware, java C#, .NET, APIs, Stack, Web technologies, UI/UX standards including HTML5 and hybrid apps, Kony MADP * Experience in Payment Aggregator services (transactions, merchant onboarding, payment channel integration, etc.), and all other related Payment Aggregator services activities for ePay Engineering Graduate / MCA from Government recognized University/ Institute. Also, Kindly refer the website to view revised instructions On-line Registration of Application: 04/10/2016 TO 31/10/2016 Payment of Fee On-line: 04/10/2016 TO 31/10/2016 Date of Online Test (Tentative): 25/11/2016 Downloading of call letter for Online test from: 15/11/2016 Last Date of Receipt of Hard Copy of Online application alongwith enclosure (only for Post Sr. No. 5 to 32) : 04/11/2016 On-line Registration of Application: 04/10/2016 TO 31/10/2016 Payment of Fee On-line: 04/10/2016 TO 31/10/2016 Date of Online Test (Tentative): 25/11/2016 Downloading of call letter for Online test from: 15/11/2016 Last Date of Receipt of Hard Copy of Online application alongwith enclosure (only for Post Sr. No. 5 to 32) : 04/11/2016 PLEASE NOTE THAT 1. The process of Registration of application is completed only when fee is deposited with the Bank through Online mode on or before the last date for fee payment. 2. Before applying, candidates are requested to ensure that they fulfill the eligibility criteria for the post as on the date of eligibility. Admission to on-line test will be purely provisional without verification of documents. Candidature will be subject to verification of details/ documents when the candidate reports for interview. 3. Candidates are advised to check Bank's website www. statebankofindia. com or www. sbi. co. in for details and updates . Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills C# C#.Net .Net Java Com Oracle DBA Coding Database Administration Web Technologies Quality Assurance Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization PG:MCA - Computers Company Profile: State Bank Of India State Bank of India welcomes you to explore the world of premier bank in India Download PPT Photo 1  View Contact Details"
job description for the position of devops engineer,"Job description Responsibilities Responsible for effective provisioning, installation, configuration, operation, and maintenance of systems hardware and software and related infrastructure. Ensures that system hardware, operating systems, software systems, and related procedures adhere to organizational values, enabling staff, volunteers, and Partners. Salary: Not Disclosed by Recruiter Industry: Internet / Ecommerce Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Configuration Maintenance Operating Systems Desired Candidate Profile Required Skill Set Amazon Web Services Centos Linux DNS Management Database Administration - mongodb / mysql Database Server Management Mysql / Mongodb Elasticsearch Firewall and Iptables Git Management High Availability and Load Balancing for Web and Websockets etc Load Balancing - Commercial and HAProxy MySQL Management Nagios PHP-fpm installation and management Puppet Shell Scripting Storage Area Networks and Storage Management Virtualization Web Caching - Varnish / Nginx etc Web Servers - Nginx , HAProxyWorking ConditionsResponsibilities sometimes require working evenings and weekends, sometimes with little advanced notice. Education- UG: B.Tech/B.E. - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Stayzilla-Startup jobs Company Profile: Stayzilla was founded with a laser-sharp vision to become India's largest online marketplace for ""Stays"". Going beyond the realm of just hotels, we serve a well-balanced diet comprising of all manner of ""Stay"" options to our customers including lodges, homestays, guesthouses, etc. Stayzilla also aims to provide unprecedented reach to travelers - regardless of purpose of travel - by providing stays across the entire length and breadth of the country, including all sorts of options from ultra-low budget rooms to luxury stays. Currently, Stayzilla has more than 25000 options spread across more than 4000 towns. Download PPT Photo 1  View Contact Details"
job description for the position of it recruitertechnical recruiter,"Handling End to End Recruitment process. Understanding the requirement from Panel Coordinating with panels Looking after the entire cycle of recruitment that includes headhunting or searching or sourcing potential candidates or scheduling their interview. Sourcing candidates from various job portals, referrals, internal database and networking. Short listing resumes by evaluating the candidates technical skills based on the requirements. Skills Required Keeping track of candidate for future references. Excellent in communication skills. Graduate with 1 to 5 years of experience in IT recruitment Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills Technical Recruitment IT Recruitment Head Hunting Shortlisting Sourcing Interviewing Searching Recruitment Executive Recruitment Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of byod mobility professional,"1. Experience with MobileIron , Airwatch, Good, or Boxtone Enterprise MDM Solutions.Develops, approves and manages project artifacts, budget/estimation, and plans for complex projects. 2. Develops and executes deployment and installation of MDM server, MDM/BYOD infrastructure, software applications, and security. 3. Develops and implements project communication and status reporting. Participates in cross program project reviews and planning. Must have previous experience implementing and deploying MDM, BYOD, wireless network Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Network Administration , Security Role Category:Admin/Maintenance/Security/Datawarehousing Role:Network Administrator Keyskills Wireless Networking Security Application Software BYOD Mobility MDM server MDM BYOD infrastructure Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of job openings for platform developer for our client,"1) Strong coding skills in C/C++ 2) Strong skills in device driver developer 3) Hands on experience in Linux based devices 4)Strong knowledge in boot loaders, IPCs, 5)Strong in Debugging, kernel debugging and trobleshooting 6)Exposure in shell scripts Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Project Lead Keyskills Kernel Debugging Device Driver Programming bootloaders board bringup Desired Candidate Profile  Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of test automation optical testing,"Details are mentioned below: BS / BE with 4+ yrs of automation experience in telecom domain. Preferably in Optical networking or Core Optics or GMPLS Routing protocols. Candidate should have strong working knowledge in Perl. Good working knowledge on TL1 and SNMP. Experienced in testing / automating FCAPS features of DWDM / SONET / SDH / OTN based networks for Metro, Core Transport and Core Switching applications. Good understanding of SCPI commands Test Set Automation. Experience with UNIX, Windows OS and Database Management. Automation using CLI & XML interfaces will be an added advantage. Functional Automation Active participation in design of a highly modular and scalable framework for functional automation. Script and Test these test suits on Simulators and real networks. Review the functional coverage with feature experts and incorporate changes as required. Design and development of APIs required from time to time. They want knowledge in Optical domain with strength in at least one of the following 1) OTN 2) FC 2 / 4 / 8 or GigE in 40 / 100 range 3) GMPLS 4) Optics / DWDM. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - QA & Testing Role Category:Programming & Design Role:Testing Engineer Keyskills SDH DWDM Sonet OTN TL1 Optical Networking Automation Testing SNMP Routing Protocols Design Development Desired Candidate Profile  Education- UG: B.Tech/B.E. - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of information management country business partner,"Job Purpose: Build and manage strategic relationships between IM and the Business for IT related domains in India Ensure the performance of all IM services for the country leading to satisfaction of the Business Customers. This includes the relationship management with the customers, the management of IM budget and resources as well as IM operations and delivery. To be the single IM Point of Contact with full IM accountability for the Country Board and Management. Drive synergies across the business by understanding commonalities across business processes and leveraging the synergies to create global solutions. Owns (Develop and maintain) the IM Strategy at country level consistently with the country business strategy and the goal of Everest Set-up and chair a regular IM meetings with Business Partners, SDM manager and Production manager. Main Accountabilities/Measured On: Accountable for all IM aspects in India including relationship management, delivery, production, finance and escalations Accountable for delivery of projects and enhancements Accountable for the stability of IM Operations Accountable for the execution of the IM country strategic plan and all other IM service delivery Quality of service: Achievement of agreed Operational Service Level Agreements (SLAs). Via customer survey, satisfaction of the Business Representatives, Business Sponsors, Business Process Owners and End User within his/ her area of responsibility. Percentage of global solutions utilized or under transition to utilization within his/ her area of responsibility (Everest Roadmap). Percentage of roadmap for decommissioning of legal systems for his/ her Business Sponsors implemented. Successful implementation of solutions to the Business organization. Accountability on the IM budget at the country level Accountability on Compliance at country level and for all remediation plan in collaboration with Audit teams and IM Security Risk and Compliance. Main Tasks & Responsibilities: Responsible for relationship management with the business as well as the management of the IM budget for the country, which integrates the globally allocated budget Is a member of the local Indian Board and represents all aspects of IM Responsible for the IM Strategic Account Plan Responsible for the IM roadmap integrating both global and local requirements Responsible for Country Application and interface map Responsible for the management of HR related topics Responsible for management of IM communications Responsible for preparing and presenting the IM country review to the Regional Head of IM Responsible for vendor management: making sure a strong relationship is built with all IM vendors ensuring that agreed KPIS/SLA are met. Support the transformation of the Solution Delivery Management team to ensure successful delivery of projects needed to meet business needs. Own the business case and to collaborate with the business in the formulation of business cases and their prioritization. Build and maintain IM Budget / Forecast at a country level, taking into account both local and global needs Plan and budget so that all operational requirements are carried out efficiently with a strong focus on cost, using industry best practices and benchmarking to demonstrate cost effectiveness. Ensure IM Security, Risk, Compliance management at Country/cluster level supported by the IM Security, Risk and Compliance organization Own the country portfolio Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Senior Management Role:Service Delivery Leader Keyskills Business Partnering Compliance Management Production Management Service Level Vendor Management Solution Delivery Strategic Planning Service Delivery Business Case Business Process Information Management Desired Candidate Profile Desired Skills and ExperiencePersonal AttributesStrong team player.Sensitivity for different people and cultures.Excellent oral and written presentation skills and ability to communicate and influence at all levelsAbility to meet aggressive deadlines, under pressure and while working in a fast paced, demanding environment.Able to evaluate information, identify key issues and formulate conclusions based on sound, practical judgment, experience, and common sense.Strong follow-up skills to keep the teams accountableAbility to build pro-active, co-operative working relationships with customers, peers and key stakeholders based on respect and cooperation.Good in leadership, developing team members by inspiring, encouraging and providing constructive criticism to help improve performanceAbility to deal with complex scenarios and escalations while delivering consistent, quality customer service.Ability to visualise and communicate the total vision of a project, application, or technical solution (the bigger picture) in an effective and inspirational way.Ability to explain complex matters in a simple language. Professional & Leadership Experience:Minimum 5 years experience in a Management position of comparable complexity.Ideally, 5 years experience in the staffing industry with a proven understanding of the staffing industry its opportunities and challenges.Major account or business relationship management experience gained in both multinational and multi- cultural environments would be an added benefit.Experience in effectively presenting technical or complex information to Senior Management.Experience of developing and managing service level agreements with set, measurable and reportable KPIs.Recognised achievement in delivering to a strategic agenda.Existing Adecco Customer network and understanding of the corporate culture Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of wellness consultant,"On time availability for the appointment. Ready to work in any shift as per process requirement. Completing intro session (appointment) with in the time frame. Documenting the client profile as per process requirement. Training as per process requirement for the staff. Helping and training the sales consultant for the fitness related Queries. Maintain current knowledge of exercise science and proper exercise techniques Design and instruct exercise programs for individuals according to the process. Provide expert advice to individuals and groups Speak at seminars, conferences and other engagements. Responsible for generating the additional revenue by upgrading fitness center memberships and personal training sessions. Training G.T or P.T session to clients as per the process requirement Updating daily report to reporting manager through e-mail. Salary:INR 3,00,000 - 5,50,000 P.A Industry: Wellness / Fitness / Sports / Beauty Functional Area: Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology Role Category:Medical Professional Role:Physiotherapist Keyskills Physiotherapist Physiotherapy physiotherapists wellness exercise Desired Candidate Profile Minimum of a Bachelor's degree or equivalent in Physiotherapist or Any Degree with Minim 1 years of experiences.Fresher with Bachelors/Diploma in Physiotherapist or minim 1 year of experiences with any degree, preferably in a similar industry.Experience supervising and managing a professional staff.Good teamwork and the ability to lead and motivate a team.The ability to stay focused on your daily, weekly, and monthly goals.Strong interpersonal and relationship-building abilities.A motivated and passionate personality coupled with a belief in physical fitness. Education- UG: B.Sc - Any Specialization Doctorate:Doctorate Not Required Company Profile: DIgnity Consultants A Client The client is into hospitality industry, started in 2015. It has a resort in north Bangalore with more than 200 employees. Download PPT Photo 1  View Contact Details"
job description for the position of sr manager hni equity advisory,"1.To ensure active management of clients & achieve the target active AUM. 2.To be responsible for identifying customer needs, assessing their risk appetite and providing them investment options 3.To achieve healthy revenues 4.NCFM/NISM is Must. Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: Financial Services , Banking , Investments , Insurance Role Category:Financial Services/Stock Broking Role:Analyst Keyskills Advisory HNI Equity Investment nism ncfm Desired Candidate Profile Please refer to the Job description above Company Profile: Manzil Placement A Leading Broking House Download PPT Photo 1  View Contact Details"
job description for the position of microsoft axapta functionaltechnicaltechno functional consultant,"Perform all necessary configurations per their definition in the Functional Design Lead Test Teams into clearly identifying all Test Scenarios, Direct and Review Test Cases created, Perform Functional Testing at various levels Gatekeeper to certify the system beyond SIT Demonstrate a clear understanding of domains and business processes within the domain and a complete detailed understanding of Microsoft Dynamics AXAPTA be informed of future product roadmaps to enable better design decision making for scalability and forward compatibility Thorough knowledge of business processes at a minimum across HRMS, Supply Chain Management, Lead to Order Process, Order Processing, Production Planning & Control, Production Information Management, Project & Accounting, Finance, Financial Consolidation, Master Planning, Inventory Management, Warehousing & Physical Distribution, Logistics. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - ERP , CRM Role Category:System Design/Implementation/ERP/CRM Role:Functional Outside Consultant Keyskills Microsoft Dynamics AX Microsoft Dynamics AXAPTA Logistics Production Planning Control Functional Consultancy Inventory Management Supply Chain Management Order Processing Techno Functional Master Planning configuration Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1  View Contact Details"
job description for the position of windows system administrator saas environment,"Ideal candidate will have experience with: - Working in a Enterprise-level, SaaS environment - Windows Server 2012 or later and IIS Server Administration - Experience automating configuration and app changes using Chef - .NET or similar web application environment Job will consist of the following: - Management of web applications including monitoring, tuning, troubleshooting, and optimizing the applications and the servers hosting them. - Work closely with other system and database administrators as well as application development teams to stress test, troubleshoot, and optimize new and existing hosted applications. - Application and web server installation, configuration, patching, and support. - Assist in the deployment of the suite of products. - Must be willing to carry a cell phone, be on-call and occasionally work odd hours to help meet customer service level agreement What they are looking for: - 5+ years- experience installing, configuring, monitoring, and supporting application and web servers and the applications running on them in a heavily used, highly available, 24x7 enterprise environment. - Experience installing, configuring, tuning, and supporting Windows servers. - Experience developing scripts for automation of day to day tasks (Chef, Perl, Shell, or similar). - Strong understanding of server hardware, SAN and networking technologies, and common protocols such as TCP/IP, HTTP, and SSL. - Strong communication and problem-solving skills. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - System Programming Role Category:Admin/Maintenance/Security/Datawarehousing Role:System Administrator Keyskills System Administrator SaaS Server Administration System Administration troubleshooting SAN networking Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Softtech Career Infosystem Pvt. Ltd Leading client of Softtech Career Infosystem Pvt. Ltd Download PPT Photo 1  View Contact Details"
job description for the position of general manager preschool operations,"* Male or Female candidate * Experience: 7-8 years of experience in preschool MUST. * A master's degree in early childhood education with a focus on leadership prepares students to become an administrator through courses in education administration, Salary:INR 4,50,000 - 5,50,000 P.A Industry: Education / Teaching / Training Functional Area: Teaching , Education , Training , Counselling Role Category:Teachers Role:Head Teacher / Head Mistress / Head Master Keyskills General Manager preschool pre - school pre school operations administration childhood education montessori early child kids early kids Desired Candidate Profile teacher preparation and policy * A preschool General Manager creates policies, manages staff and oversees daily operations. * GM is the lead administrator of the school and handles problems with staff and students. * They develop the curriculum a.. Company Profile: Radial HR Solutions Client of Radial HR Solutions A preschool Chain. Download PPT Photo 1  View Contact Details"
