user,jobdescription
job description for the position of immediate opportunity | dot net developers | ey | bangalore," Dear Candidates, Greetings from EY....!!! Currently we are looking for Dot Net Developers!! Minimum Experience:5 yrs to10 yrs Job location: Bangalore Educational Details: BE/BTech/ME/MTech/MCA/MBA with a sound industry experience. Mandatory skills requirements Strong experience in MVC experience with Dotnet Microsoft .NET technology, ASP .NET, C and or VB.NET, Windows or Web based development , Web Services, Application Blocks Strong in Transact SQL or PL/SQL, strong RDBMS concepts with experience in either MS SQL Server or Oracle. Should have strong knowledge and experience on IIS Real time knowledge and experience on enterprise systems application development, Preferably from Banking or Finance domain background Should have understanding and experience of software development best practices. Excellent business communication skills Important note: Those who have participated in the selection process with EY GDS India with 6 months are not eligible to apply. Incase if you are planning for a shift in your career and would like to be a part of EY, please fill the below details and share your updated profile to shanthi.jayaramxe02.ey.com Name: (Complete Name as per ID Proof (any)) Ph: (Always take 2 contact numbers from the candidates) Current Location: Total exp: Relevant Exp: Reason for change: Notice Period: Current CTC: Expected CTC: Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - ERP , CRM Role Category:System Design/Implementation/ERP/CRM Role:System Integration Technician Keyskills C Asp .Net mvc sql server Desired Candidate Profile Please refer to the Job description above Education- PG:Any Postgraduate Company Profile: Ernst Young RMZ Infinity | Tower D | 4th Floor | Municipal No-3 | Old Madras Road | K R Puram | Bangalore, Download PPT Photo 1  View Contact Details"
job description for the position of sap extended warehlogis logis serv providers," Role : Software Developer Role Description : Design, develop, and configure software systems to meet market and/or client requirements either end-to-end from analysis, design, implementation, quality assurance (including testing), to delivery and maintenance of the software product or system or for a specific phase of the lifecycle. Apply knowledge of technologies, applications, methodologies, processes and tools to support a client, project or entity. Must have Skills : SAP-SCM-EWM Extended Warehouse Management LimelightEmbeddedPlayer"" Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills quality assurance tools warehouse management sap scm software developer providers testing design market requirements Desired Candidate Profile  Education- UG: B.Tech/B.E. - Computers PG:Post Graduation Not Required Company Profile: Accenture Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functionsunderpinned by the worlds largest delivery networkAccenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With approximately 373,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at Download PPT Photo 1  View Contact Details"
job description for the position of hardware engineer," 1. Experience in SIL2 and SIL3 designs complying to EN50129 Railways standards. 2. Analog and Mixed signal circuit design to interface analog output sensor, DAC, PWM inputs 3. Reliability using MIL-217 and Bellcore standards . (MTBF, FMECA, FTA) Itemsoft toolkit 4. Software tools - Altium Designer, Orcad, Itemsoft toolkit I.H.S. BOM manager 5. Good in technical writing for Circuit description, Test specification, Verification and Validation, requirement specification. 6. Interfacing like DDR2 SDRAM, PROM , NOR Flash memory 7. Interfacing of LON, ETHERNET, FLEX bus, VME bus , MVB 8. Knowledge of Electrical and Environmental testing, EMI/EMC Testing 9. Analysis of design for thermal issue, component stress, design optimization. RCA for field failure module/device/unit 10. Hardware design, development, technical writing skills and Reliability analysis Salary: Not Disclosed by Recruiter Industry: Courier / Transportation / Freight / Warehousing Functional Area: IT Hardware , Technical Support , Telecom Engineering Role Category:IT Hardware Role:Hardware Design Engineer Keyskills Hardware Engineer designs Test specification Verification technical writing Validation circuit design Desired Candidate Profile Qualification -B.E/B.Tech/ M.Tech/ M.E Education- UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization Doctorate:Doctorate Not Required Company Profile: Isquaresoft Leading client of Isquaresoft Download PPT Photo 1  View Contact Details"
job description for the position of hiring for hr counsellor for bangalore location urgent opening," Job Description: Handling Administration and database of enquiries Counselling students effectively about the courses offered. Handling Enquiries Interact with students, and new candidates for different career options. Maintain database Handle payments Requirements: Any Graduate Good communication skills, convincing ability and ability to work autonomously and flexibly. Proficient in use of MS Office applications, Email and internet. Must be ready to join immediately. Work Location : Rajajinagar Salary:INR 1,00,000 - 2,50,000 P.A Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:HR Executive Keyskills Student Counselling fresher bbm bsc voice HR Admin Enquiry desk Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: Test Yantra Software Solutions Pvt Ltd Test Yantra is a Software Testing Company.  50, Brigade MLR Centre 2nd Floor, Vani Vilas Road Basavanagudi Bangalore 560004 Download PPT Photo 1  View Contact Details"
job description for the position of hiring for tableau developers in pune," Experience : 6 Years to 9 Years Job Location : PUNE Job Description :  1.Requires a minimum of 6 years hands-on experience inTableau development. 2.Lead experience is a Must . Atleast 2 years of experience in leading a team. 3.SQL experience is preferred. 4.Strong troubleshooting and problem solving skills. 5. Requires demonstrated understanding of core Bank business applications and operations, financial experience preferred highly. 6. Must be proficient participating in and leading integrated process teams, as well as coordinating and communicating customer requirements. 7. Comfortable in providing technical leadership within the business, application/systems, data/information and technical architecture disciplines. Must have excellent communication skills (both written and verbal) to be able to clearly explain the benefits of an architectural approach to clients and stakeholders. Note : Only immediate Joiners And quick joiners with 30 days notice period/Serving are only eligible. Kindly mail me with your updated profiles to Gayathri.penterpriseits.com Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills tableau Desired Candidate Profile  Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of principal escalation engineer ll at bangalore," SA tech is hiring for Principal Escalation Engineer (L3/L2) at Bangalore SA Tech Pvt. Ltd. is the Indian business division of the California-based SA Technologies Inc. SA Tech is a preferred technology partner to industry leaders in North America, Singapore and India. We provide comprehensive IT consulting services to our clients many of which are Fortune-Ranked companies based in US  India. With over 10 years of experience, more than 850 employees and 8 offices across the globe, SA Tech is one of the fastest growing technology consulting companies that you can join with confidence to boost your IT career. url: www.satincorp.com We felt this opportunity might be a great fit given your experience  skill sets in this domain. Kindly review and revert at the earliest with the details requested in the email. Position: Principal Escalation Engineer (L3/L2) Experience: 8-12 years Location: Bangalore, India Job Type: Fulltime/Permanent with SA Tech Client: Product based MNC Start date: Immediate-30 days Â· Work Experience:  Detailed knowledge of Linux  Detailed knowledge of OpenStack  Detailed knowledge of Layer 3 networking  Hands on experience or knowledge of REST API protocols for OpenStack.  Linux Container technology ( Docker etc..)  Basic knowledge of Python or Java  Networking knowledge of BGP and OSPF.  Knowledge of networking switch (Arista, Cisco) configuration and setup  Networking troubleshooting skills: l2, l3, SDN, Linux networking Professional skills:  Expert in Problem solving skills  Analytical ability.  Strong Debugging skills  exposure to solving complex problems for customers.  Strong customer focused and results oriented attitude  Excellent verbal and written skills.  Flexible working time  Ability to multi-task.  Ability to influence others to achieve results.  Presentation skills. KINDLY SEND THESE DETAILS ALONG WITH LATEST RESUME in Word format. Contact info: Current location: Total years of experience: Relevant years of experience: Current CTC: Expectation CTC: Notice period: Thanks  Regards, Sridhar Rathod | SA Tech Software (I) Pvt. Ltd Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:System Administrator Keyskills Linux l2 l3 Desired Candidate Profile Please refer to the Job description above Company Profile: SA Technologies SA Technologies, located in Santa Clara - California, is a growing Software Development and IT consulting firm. Our services help clients solve complex business and IT challenges and help achieve business results through the efficient and practical use of seasoned consultants. Download PPT Photo 1  View Contact Details"
job description for the position of manual testing_pune work locationfor amdocs_bangalore interview," Hi Greetings from Bob Technologies This is Swathi from Bob Tech solutions, Bangalore. BOB Tech Solutions is an Information Technology and Business Consulting firm founded in 2005, and is based at Bangalore. We have an immediate opening with one of our client in Pune for Testing engineer Exp: 1 to 2Yrs Mandatory Skills: 1. Should be having Good Communication Skills. 2. Should have good experience in manual testing 3. Should have experience in unix and Sql. 4. Should have good experience in Testing concepts Mode of employment: Contract to hire (Permanent with BOB and Deputed to client location) Joining Period:0-15days Location: Pune If interested kindly Attend the interview on below venue: Timing :9.30AM to 1PM Mode of the Interview: 2 Rounds(1st Online Test,2nd Technical Round) Venue: Avvas Infotech Pvt. Ltd. 40, 6th Sector, 12th Main, Near BDA Complex, HSR Layout, Bangalore -560102 Landmark: Behind JSS Women's College Kindly Mention Bob Tech Solutions On your resume,otherwise they will not allow to take the interview. Ignore if any inconvenience caused. Regards, Swathi Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Testing Engineer Keyskills Manual Testing SQL Amdocs Unix Test Engineering Testing Concepts Business Consulting Information Technology Communication Skills Desired Candidate Profile  Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of cb business analyst team leader," The Team Member will be primarily responsible for processing loan transactions. They are expected to maintain the agreed quality for the transactions processed. They should also comply with set guidelines, procedures, rules and regulations; work as a team to achieve SLA's for the process and individual targets; and work towards process improvement. Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Operations Role:Business/EDP Analyst Keyskills night shift process improvement regulations procedures knowledge of ms office ms office applications attention to detail communication skills banking industry team leader Desired Candidate Profile Fresh graduates OR graduates with 5-6 years of experience preferably in banking industry. Excellent verbal and written communication skills. Ability to act on his / her own to solve problems and make decisions. Ability to interact effectively with various levels of bank personnel. Strong interpersonal and customer focus. Attention to detail and accuracy. Ability to work with limited supervision, receiving minimum instructions on new assignments. Ability to work in a team environment and flexible to work night shift. Strong knowledge of MS-office applications. Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: JPMorgan Chase J.P. Morgan is a leader in financial services, offering solutions to clients in more than 100 countries with one of the most comprehensive global product platforms available. We have been helping our clients to do business and manage their wealth for more than 200 years. Our business has been built upon our core principle of putting our clients' interests first. Download PPT Photo 1  View Contact Details"
job description for the position of big datascala development yrs bangalore," Hi, Greetings from Macropace Technologies, Job Description: -------------------- Client: CMMi Level 5 Client Role: Developer Experience: 5-8 Yrs Position: Permanent Location: Bangalore Required Skills: ----------------- Minimum of 5 years of working experience on building large scale systems. 1 years of Scala development experience mandatory 1 years of BigData experience with Spark mandatory Experience with other Open Source technologies such as Storm, Kafka, Akka etc Experience with NoSQL technologies such as Cassandra, MongoDB, Couchbase etc If interested please share your updated resume with below details. Total Exp: Current/Expected Salary: Notice Period: Current Location: Regards Rakshitha  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills MongoDB NoSQL Open Source big data scala spark cassandra storm kafka akka Desired Candidate Profile 1. Should be good team player.2. Good communication skills. Company Profile: Macropace Technologies CMMi Laval 5 Company Leading IT Service Firm Download PPT Photo 1  View Contact Details"
job description for the position of urgent opening for sterling wms developer with an leading mnc," Work location: Bangalore GV. Level-3,4,5 Notice period: 30 days 1. Expertise in Sterling Selling  Fulfillment Suite 8.5 Mandate: WMS 2. Should be ready to do DESIGN, PIPELINE changes and CONFIGURATION and ready to do CODING in the Sterling Application 4. Analysis and Solution/Detailed Design experience is a must 5. Should possess good communication skills Good to have: 6. Java/J2EE technologies, XML, XSL, Weblogic and Oracle would be an added advantage 7. Integration experience with Tibco etc. - optional 8. Exposure to Angular JS, AJAX, Can JS, Restful web services - optional Interested Can Reach  91-422-4545-602 Email - Saran.ssenterpriseits.com Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills Sterling WMS Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of senior business development enterprise it erp sales direct sales," Senior Business Development Manager - Enterprise IT / ERP Sales Mumbai,Bangalore. Job Title : Senior Business Development Manager Job Location : Mumbai, Bangalore. Experience : 10 Job description : Responsibilities : - Oversee all aspects of planning and execution of end to end Business Development activities. - Innate ability to sell virtually - - Anything and Everything- - Should have an alluring first impression since they will be the face of Company - Hands on with need creation and benefit selling. - Develop short-term and long-term sales and marketing strategies including setting sales targets, pipeline and policies. - Work on all phases of end-to-end sales cycle including per-sales presentations, client persuasion, conducting negotiations and contracting terms with clients - Work with the co-founders for lead generation, cold-calling and demo delivery - Identify client service requirements, Analyze and maximize selling opportunities by establishing personal rapport with all levels of client organization - Demonstrate leadership skills by building and leading the sales team and ability to work under continual pressure of deadlines - Go extra mile to make it a great experience for the client, make resolving all issues the same day a habit and work with - get-things-done- attitude. - Leave the client with a happy smile at the end of the day! Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Corporate Sales Role:Sales/Business Development Manager Keyskills Business Development Management ERP Sales Marketing Lead Generation Cold Calling Client Servicing Direct Sales Business Development Manager B2B Desired Candidate Profile Requirements :- MBA in Sales/Marketing from top-tier management school or Masters Degree in any relevant domain- Bachelor's degree in Computer Science, Information Technology, Information Systems, Statistics, Mathematics, Commerce or related field- 5 years of experience in an early stage B2B/Enterprise Software startup or Fortune 500 company would be preferred.- Knowledge of inbound and outbound sales execution.- Superior communication and relationship building skills (Has to be a sweet talker!)- Expert in Microsoft Office tools like Excel, PowerPoint and Word- Should be spontaneous, a quick thinker and self-starter Education- UG: B.Tech/B.E. - Computers, Any Graduate - Any Specialization, B.A - Maths, Statistics, B.Sc - Maths, Statistics PG:MBA/PGDM - Marketing Doctorate:Doctorate Not Required Company Profile: PeopleLogic Business Solutions Leading client of PeopleLogic Business Solutions. Download PPT Photo 1  View Contact Details"
job description for the position of manager finance and corp affairs," Management of Accounts, Audits, Statutory, Tax  Legal compliances. Preparation, monitoring  managing cost center budgeting. Month end close activity which involves analysis of expense trend, variance analysis, accruals on timely manner. Payroll processing. Participates in the preparation of financial statements / reports, balance sheet as required  maintenance proper records. Managing internal audits, statutory audit and compliances with auditors and timely closures. Identify, investigate, and analyse potential operational improvement  make proposal for operational changes (policy, procedures, processes, etc.) Salary: Not Disclosed by Recruiter Industry: Semiconductors / Electronics Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Finance/Audit Role:Finance/Budgeting Manager Keyskills Accounting Finance Budgeting Auditing Taxation Internal Audit Statutory Audit Variance Analysis Financial Statements Financial Management Desired Candidate Profile Please refer to the Job description above Education- UG: B.Com - Commerce PG:CA, ICWA (CMA), Integrated PG, M.Com - Commerce Doctorate:Doctorate Not Required Company Profile: Renesas Electronic India Private Limited. https://www.renesas.com/en-in/ Download PPT Photo 1  View Contact Details"
job description for the position of pmo bfsi," We have an urgent requirement for the post of PMO with one of our client in Bangalore Exp:6 to 12yrs Knowledge 1. Excellent understanding of the project lifecycle 2. Excellent understanding of Global Change Delivery Business Transformation Frameworks and best practice techniques. 3. Thorough understanding of the purpose, value, culture and fundamentals of Global Change Delivery. 4. Strong understanding of banking and understanding of how change drives benefits for business, its customers and other stakeholders 5. Understanding of Project Management principles and methodologies 6. Exposure to PMO Services and understanding of PMO Function 7. Knowledge working on PM tools like Clarity or MS project Role Experience:- 1. Extensive project management skills and experience of managing large and complex projects 2. Strong people manager and broad experience in managing large teams of different work streams/geographies 3. Multiple strong examples of the delivery of on time and on budget projects that achieve business case stated outcomes a driver with bias towards delivery at pace and controlling project outcomes 4. In depth experience of working in a banking environment and change projects 5. Good stakeholder management experience, especially impactful communication, influencing and running project governance Implementation, change management and benefits realisation 6. Implementation, change management and benefits realisation 7. Understand the PMO activities, its governance role. Hands on experience as PMO is a desirable but not needed. 8. Proven experience of setting up Project Management Process, Implementing Best Practices 9. Experience manage and control of large and complex change projects 10. Experience working with multiple delivery and business partners teams 11. Experience in Client Facing Role Capabilities/ Skills:- 1. Planning and Plan Management 2. Portfolio Definition and Planning 3. Process Re-engineering 4. Risk and Issues Management 5. Global Mindset 6. Customer Empathy 7. Decision Making 8. Commerciality 9. Lead Self and Others 10. Business Analysis and Design 11. Business Case and Benefits Realisation 12. Change and Implementation Management 13. Financial and Budget Management 14. Tracking, Reporting and Governance 15. Stakeholder Management 16. Impactful communication 17. Resource and Team Management 18. Delivery at Pace 19. Embracing change 20. Achieving excellence 21. Collaboration 22. Problem solving and Critical Thinking 23. Consultancy 24. Innovation and Idea Management Qualifications and Accreditations 1. Managing Successful Programmes (MSP) Optional 2. PMP certification 3. Prince2 Optional 4. Strong Working Experience of Microsoft Office Domain - BFSI Shared Services profiles : Experience working on AML, KYC, any product related to AML like MANTAS or DETICA, Operational risk (MIS) Retail and Wealth Management Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Project Management Role:Project Manager-IT/Software Keyskills Project Management Aml KYC Prince2 Business Analysis Banking Operations PMO Process Re - engineering Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1  View Contact Details"
job description for the position of job|opening for software engineering manager," Hi, We have below requirement with our client for Bangalore location. Interested candidates can share their profiles to nidhi_agarwalkellyit.co.in Description Position Purpose: The Manager Software Engineering independently manages a team that is accountable for engineering secure, scalable and reliable technology solutions to advance organization in the global marketplace and serve risk management needs of customers around the world. Principal Accountabilities: Independently manages a team accountable for engineering secure, scalable and reliable technology solutions. Has owned systems and managed development of end-to-end applications Mentors development staff and influences enterprise technology decision-making Demonstrates advanced language proficiency; Contributes to the architectural vision of the company. Displays fair understanding of a development technology, preferably Java Knowledge of database SQL, intermediate database modelling, understanding of database tuning. Enables unit and systems testing through tools and enterprise perspective. Demonstrates understanding of trade-offs relative to simplicity and complexity. Ensures code reviews and discussions are completed. Reviews environment build deployments, release notes, and build notices. Demonstrates expertise in Design and Analysis patterns and identifies architectural best practices, promoting them within the division and company-wide. Education: Bachelor's or Master's degree in Computer Science, Information Systems or other related discipline is required; or equivalent combination of education and relevant proven work experience that is required for the specific job level. Experience: Typically 12 years experience in software development and 2-3 years min in team building and management( ideally small team) Strong Java development experience Strong Database Experience i.e. sql, Oracle etc Financial services industry experience preferred. Good to have Advanced SQL knowledge, data modelling. Agile and sprint planning exposure Fair understanding of financial domain. Regards, Nidhi 080-41911805 Salary:INR 20,00,000 - 35,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Technical Architect Keyskills Java SQL Database Software Engineering Software Development Data Modeling Team Building Technology Solutions Oracle Financials Engineering Management J2ee Java Devlopment core java devlopment j2ee devlopment Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, Computers PG:M.Tech - Any Specialization, Computers Company Profile: Kelly Services India Pvt. Ltd. Kelly Services India, a leader in providing workforce solutions, completes a decade of presence in India, serving clients and candidates for Recruitment and Staffing solutions across industries. In this span of time, Kelly built its business organically with a breadth of specialty businesses in the staffing industry. As the demand for technical  professional employees continues to grow in numerous industries all around the world, Kelly continues to answer the call. Download PPT Photo 1  View Contact Details"
job description for the position of systems engineer openings bangalore with intelliswift software," Job Description: Should be linux expert Should be a solaris expert Should have done performance tuning Should have scripting exp - any of these Java, Python, Perl, Ruby, Java, C, C, PHP Someone who has built servers, maintenance, upgrade at OS level. Chef, Ansible, Bladelogic - good to have. Salary:INR 12,00,000 - 22,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:System Administrator Keyskills Linux Administrator Solaris Administrator Linux administration Solaris administration Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Company Profile: Intelliswift Software India Pvt Ltd Intelliswift Software Inc. is a premier software solutions and services company headquartered in the Silicon Valley with a commendable track record of delivering results for over 300 brands among the Fortune 500 companies. Growing at an outstanding pace Intelliswift has been awarded recently as the 2nd largest private IT Company in the East Bay. Intelliswift enterprise clientele includes leading companies like eBay, PayPal, CISCO, Apple, Sony, Cisco, Oracle, GAP amp;amp;amp; many more. Apart from augmenting our clientamp;amp;rsquo;s niche staffing requirements, our offshore capabilities include Quality Assurance, Mobility/Collaboration, Big Data/BI, Enterprise Applications, Web Crawling services amp;amp;amp; Cloud services. Driven by strong belief in long-term client relationships we are committed to consistently deliver value. We are determined to collaborate and innovate in ways that truly matter for achieving our Clientsamp;amp;rsquo; success. We have instilled this culture of agility in the way we do business. Download PPT Photo 1  View Contact Details"
job description for the position of postdoctoral fellowship in physics mathematics," Eligibility Applications are invited from highly motivated young scientists with PhDs in theoretical physics, mathematics (including interdisciplinary and applied mathematics), astronomy, theoretical physical chemistry, theoretical physical biology and related fields. Individuals who have submitted their doctoral thesis are also encouraged to apply.  Salary and benefits For regular fellowship positions, the monthly salary structure is: 32,000 INR (for thesis submitted), 36,000 INR (PhD), 38,000 INR (PhD1 year), and 40,000 INR (PhD  2 years). Each fellow also receives a contingency grant of 32,000 INR per annum. In addition, the fellows are eligible for ICTS accommodation (or housing allowance 30 of the honorarium) and medical benefits. Apply online : https://www.icts.res.in/opportunities/regular-pdf-sept-2016 For more details : https://www.icts.res.in/opportunities/regular-pdf-sept-2016 Salary:INR Salary structure is: 32,000 INR (for thesis submitted), 36,000 INR (PhD), 38,000 INR (PhD1 year), and 40,000 INR (PhD  2 years). Each fellow also receives a contingency grant of 32,000 INR per annum Industry: Education / Teaching / Training Functional Area: Medical , Healthcare , RD , Pharmaceuticals , Biotechnology Desired Candidate Profile Please refer to the Job description above Company Profile: International Centre for Theoretical Sciences Download PPT Photo 1  View Contact Details"
job description for the position of urgent requirement for dc ops l," Incumbent should open for 24X7 operations Should have relevant experience on server support and ticketing tools should have good knowledge in UNIX, Windows and basic knowledge in Networks Experience on production UNIX and WINDOWS servers. Ready to work in only (24x7x 365 model) Fundamental knowledge of Networks Good troubleshooting Skills Exposure to any monitoring/ticketing tool, VERITAS Netbackup and Backup Exec. Good communication skills Will be working on Server Monitoring, Hardware Monitoring, Network Monitoring, Backup Monitoring, Batch Job (Job Scheduler), ITSM Tools (Remedy, Service Now) etc... These are the standard tools we use for DCMonitoring. It is not necessary in all project we will have these tools. Real time acknowledgement and ownership of IT infrastructure alerts. Quickly address the critical alerts and follow up with respective teams till the resolution. Work as a central point of contact for all technical support teams and provide up-to-date information for on-going incidents/alerts. Handle L1 troubleshooting, diagnose the issue and try to resolve alerts at your end to balance work load of L2 technical support team. (In few Project Customer will not allow this due to access issue.) Salary:INR 50,000 - 2,50,000 P.A Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(Technical) Keyskills Networking Windows Backup Exec Technical Support Server Support IT Infrastructure Network Monitoring Server Monitoring Communication Skills Troubleshooting Skills Desired Candidate Profile Please refer to the Job description above Company Profile: Best RPO HCL Comnet Found in August 2009, Best RPO has the birthright and the lineage that you should demand from any Service provider. Best RPO Offers right from the executive search to specialised staff to Business Heads, VP's Directors. Download PPT Photo 1  View Contact Details"
job description for the position of cisco adm engineer networksystem administration," - Candidate should be responsible for : Configuration, Upgrading of IOS and troubleshooting of the Cisco Routers (1700,1800,2600) Managing  Troubleshooting client organization Network infrastructure. - Troubleshooting performance issues with the network throughput and latency issues Co-ordination with location engineers for installation of Network Equipment- s, IOS software deployment, new hardware upgrades. - Installation, Troubleshoot and Co-ordinate with service providers(ISP) for Maintenance of Internet Links, Leased lines, ISDN, PRI and BRI links. - Basic administration on Checkpoint / Cisco ASA /Juniper SSL VPN Technical skill sets. - Managing the Corporate Customer's Network using Network Management Systems (MNS) via HP Open View. - Co-ordinate with Field Engineers to manage and rectify faults. - Configuring the Cisco router and Switches according to the client requirement Working and Troubleshooting on routing protocols like EIGRP, OSPF  Static route Configuration of VTP,VLANs Enabling Tacacs, changing telnet passwords, Configuring SNMP and Creating Active Standby and testing Monitoring Uplink Bandwidth Utilization. - Creating and modifying interfaces, IP address, ACL, policies, Static or Dynamic Routing, NAT statements, Route maps, VPN tunnels and BGP neighbors - Creating VLAN and Port Channels Perform vulnerabilty checks in the network and mitigate the vulnerabilities Experience designing and/or supporting QOS, MPLS, VLANs, Multicast, solutions Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Network Administration , Security Role Category:Admin/Maintenance/Security/Datawarehousing Role:Technical Support Engineer Keyskills Switching Networking OSPF EIGRP Bgp VLAN Multicast SSL VPN Routing Protocols QOS Routing Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: TRH Consultancy Services Client of TRH Consultancy Services Download PPT Photo 1  View Contact Details"
job description for the position of opening for genesys in a leading mnc," Job Role - Genesys Exp - 3 to 8 Yrs Joining Location :Bangalore  Chennai Interview Location :Bangalore, Mumbai, Gurgaon, Hyderabad, Pune  Kolkata Interview Date :16-April-16 / Saturday JD: Excellent Technical skills in Genesys CIM 8.x framework with implementation and migration knowledge. Solid knowledge in SIP, INFOMART, Interactive Insights, Genesys Multimedia set up and implementation. Expertise in Skill based routing. Interact with the customer IT team and gather all the required information by asking the right questions Make sure that existing contact center setup (Genesys applications) are up to the standard with latest versioning and provide recommendations working with Genesys Vendors and SMEs. Hands on experience in fixing Infomart related issues GenesyseServices Genesys Chat Genesys Co-browse Genesys mobile Services Knowledge on Genesys SDK and API consumption. If you are interested pls share your profile to mani.venterpriseits.com / saran.ssenterpriseits.com Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Other Role Category:Programming  Design Role:System Analyst Keyskills Genesys Genesys CIM 8.x framework SIP INFOMART Genesys Chat Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of business development executive," We have an urgent opening for business development executive for Chennai/ Hyderabad/ Bangalore/ Gujarat WORK EXPERIENCE REQUIREMENTS Minimum Total Work experience of 2-3 Years in Industrial,Electrical or Automation industry EDUCATION REQUIREMENTS Graduate ( Must ) in any Field Responsibilities : Demonstrate Machines to End Customers Work on Partners Database, Make Sales Call, Send Quotations Facilitate deals between customers  channel partners Execution of Organizing Seminars , participating in exhibitions , Do Partner Training Reporting to Head Office. Salary: Not Disclosed by Recruiter Industry: IT-Hardware  Networking Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Business Development Sales Channel Partners Business Development Executive Client Servicing Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
